"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
1604228,"January 22, 2020",Texas,Longview,"1200 block of Scenic Dr",1,0,N/A
1603720,"January 22, 2020",Louisiana,Leonville,LA-347,1,0,N/A
1604307,"January 22, 2020",Georgia,Macon,"Lamar St and Ferguson St",1,0,N/A
1602038,"January 20, 2020",Wisconsin,Milwaukee,"N 40th St and W North Ave",1,0,N/A
1600952,"January 20, 2020","North Carolina",Concord,"Brooknell Ct NW",1,0,N/A
1601442,"January 19, 2020",Indiana,Bloomington,"1297 E Zinnia Dr",1,1,N/A
1602470,"January 17, 2020",California,Dorris,"4600 block of E Valley Rd",1,0,N/A
1600521,"January 17, 2020",Georgia,Columbus,"6600 block of Dorsey Dr",1,0,N/A
1598980,"January 17, 2020",Texas,"San Antonio","5907 Eckhert Rd",1,0,N/A
1596276,"January 14, 2020",Texas,Bellaire,"5100 Maple St",1,0,N/A
1596266,"January 12, 2020",Florida,Warrington,"S Second St and E Winthrop Dr",1,0,N/A
1594264,"January 11, 2020","North Carolina",Sanford,"Chatham St and S Moore St",1,0,N/A
1592355,"January 8, 2020",Kentucky,Lexington,"Rambling Creek Dr and Liberty Rd",1,0,N/A
1589132,"January 5, 2020",Missouri,"Saint Louis","635 Washington Ave",1,0,N/A
1588858,"January 4, 2020",Tennessee,Cordova,"6900 block of Lagrange Cir S",1,0,N/A
1588530,"January 3, 2020",Maryland,"Park Hall","18100 block of Point Lookout Rd",1,0,N/A
1585484,"January 1, 2020",Virginia,Richmond,"2500 block of North Ave",1,0,N/A
1598354,"January 1, 2020",Tennessee,Hermitage,"Willesden Green Ct",1,0,N/A
1585741,"January 1, 2020",Ohio,Cleveland,"Merrill Ave and West 58th St",1,0,N/A
1586238,"January 1, 2020",Maryland,"Hyattsville (Landover Hills)","7400 block of Varnum St",1,0,N/A
1585419,"January 1, 2020",Texas,Houston,"12300 block of May Laurel Dr",1,0,N/A
1585503,"January 1, 2020",Virginia,Richmond,"1400 block of Southbury Ave",1,0,N/A
1586315,"January 1, 2020","South Carolina",Walterboro,"Barracada Rd",2,0,N/A
1585456,"December 31, 2019",Tennessee,Savannah,"1325 Florence Rd",1,0,N/A
1583856,"December 29, 2019",Oklahoma,Tulsa,"1111 E 60th St",1,0,N/A
1582882,"December 28, 2019",Missouri,"Saint Louis","Gardner Dr",1,0,N/A
1580445,"December 25, 2019",Texas,Buna,"34060 US-96",1,0,N/A
1580278,"December 24, 2019",Alabama,Monroeville,"Co Rd 42",1,0,N/A
1577876,"December 22, 2019",Texas,Dallas,"4800 Village Fair Dr",1,0,N/A
1577156,"December 21, 2019",Texas,"San Antonio","6310 Channel View",1,0,N/A
1577786,"December 21, 2019",California,"San Diego","Biola Ave and Alosta St",1,0,N/A
1578303,"December 21, 2019",California,Redding,"1640 Hilltop Dr",1,0,N/A
1577046,"December 20, 2019",Mississippi,Waynesboro,"Turner St",1,6,N/A
1575830,"December 19, 2019",Georgia,Cairo,"100 block of Wight Rd",1,0,N/A
1577363,"December 19, 2019",Texas,Austin,"2602 Collins Creek Dr",1,0,N/A
1576476,"December 18, 2019",Maine,Medway,"Main Rd",1,0,N/A
1575325,"December 18, 2019",Texas,Dallas,"3502 Simpson Stuart Rd",1,2,N/A
1572059,"December 14, 2019",Ohio,Sandusky,"5000 block of Memphis Ave",1,0,N/A
1572029,"December 14, 2019",Ohio,Pataskala,"323 Haystack Ct",1,0,N/A
1573283,"December 13, 2019",Illinois,"Crest Hill","2020 Raynor Ave",1,0,N/A
1571392,"December 13, 2019",Florida,Lithia,"Bridgewalk Dr",1,0,N/A
1599014,"December 13, 2019",California,"San Jose","5460 Country Club Pkwy",1,0,N/A
1571231,"December 13, 2019",Arizona,Scottsdale,"N 112th Place and E Poinsettia Dr",1,0,N/A
1574918,"December 12, 2019",Pennsylvania,"Sugar Grove",N/A,1,0,N/A
1570510,"December 12, 2019",Tennessee,Nashville,"1000 block of Edgehill Ave",1,0,N/A
1570654,"December 11, 2019",Florida,Naples,"100 Ospreys Landing",1,0,N/A
1571092,"December 10, 2019",Texas,Houston,"5350 W Gulf Bank Rd",1,0,N/A
1567437,"December 8, 2019",Tennessee,Memphis,"397 Delta Rd",1,0,N/A
1566568,"December 7, 2019",Alabama,Birmingham,"F L Shuttlesworth Dr and 33rd Terrace N",1,0,N/A
1566963,"December 7, 2019","New York",Brooklyn,"141 E 21st St",1,0,N/A
1565292,"December 5, 2019",Illinois,Decatur,"3035 N Water St",1,0,N/A
1564937,"December 5, 2019",Florida,"Coral Gables","386 Miracle Mile",4,1,N/A
1566391,"December 2, 2019",Arizona,Young,N/A,1,0,N/A
1563677,"December 2, 2019",Ohio,Lorain,"2113 E 31st St",1,0,N/A
1563712,"December 2, 2019",Pennsylvania,Tyrone,PA-453,1,0,N/A
1563695,"December 1, 2019",Pennsylvania,Philadelphia,"1100 block of N 63rd St",1,0,N/A
1562043,"December 1, 2019",Louisiana,"Cotton Valley","116 Hawthorne Loop",2,3,N/A
1562990,"December 1, 2019",Tennessee,Shelbyville,"Cartwright Rd",1,0,N/A
1561428,"November 29, 2019",Tennessee,Memphis,"3700 block of Station Way",1,0,N/A
1561284,"November 29, 2019",Texas,Abilene,"800 block of Sunset Dr",1,0,N/A
1560557,"November 28, 2019",Maine,"Van Buren","116 St. Francis Ave",1,0,N/A
1560553,"November 28, 2019","South Carolina",Springfield,N/A,1,0,N/A
1560369,"November 28, 2019",Virginia,Hopewell,"1000 block of Sunnyside Ave",1,0,N/A
1559714,"November 27, 2019",Texas,Houston,"5039 Reed Rd",1,0,N/A
1559859,"November 27, 2019",California,Fresno,"Tyler Ave and Clark St",1,0,N/A
1559758,"November 27, 2019",Texas,Houston,"9118 Shagbark Dr",1,0,N/A
1559906,"November 26, 2019",Indiana,Marion,"S Baldwin Ave and Mason Blvd",1,0,N/A
1558906,"November 25, 2019",Florida,Homestead,"19085 Southwest 320th St",2,0,N/A
1558197,"November 25, 2019",Florida,"Saint Petersburg","1819 23rd St S",1,0,N/A
1558811,"November 25, 2019",Texas,Dallas,"1244 N Masters Dr",1,0,N/A
1562185,"November 23, 2019",Pennsylvania,"Conneaut Lake","26000 block of Gordon Road",1,0,N/A
1556629,"November 23, 2019",Illinois,Peoria,"4000 block of W Virden Ct",1,2,N/A
1556110,"November 23, 2019",Virginia,Waynesboro,"700 block of Ridgewood Rd",1,0,N/A
1556829,"November 23, 2019",Texas,"Fort Worth","5905 Misty Breeze Dr",1,0,N/A
1555823,"November 22, 2019",Georgia,Lithonia,"Arbor Crossing Dr",1,0,N/A
1555673,"November 22, 2019",Mississippi,Jackson,"300 block of Lindsey Dr",1,0,N/A
1554251,"November 20, 2019",California,"Los Angeles","2042 W 41st St",1,0,N/A
1553904,"November 20, 2019",Missouri,"Saint Louis","232 Tay Rd",1,0,N/A
1553858,"November 19, 2019",Mississippi,Jackson,"6500 block of Lake Forest Dr",1,0,N/A
1553173,"November 19, 2019",Texas,"San Antonio","8000 block of Westshire Dr",1,0,N/A
1552316,"November 18, 2019",Ohio,"Steubenville (Wintersville)","Woodvue Ln",1,0,N/A
1551972,"November 17, 2019",Missouri,Baring,"CR 15 and Deerfield Ave",1,0,N/A
1551411,"November 17, 2019","New York",Frankfort,NY-5S,1,0,N/A
1553489,"November 17, 2019",Pennsylvania,"Union City","5200 block of US-6",1,0,N/A
1551098,"November 16, 2019","South Carolina",Pickens,"Shady Grove Rd",1,0,N/A
1550315,"November 15, 2019","South Carolina",Lancaster,"1700 block of Usher Rd",1,0,N/A
1550449,"November 15, 2019",Indiana,Elkhart,"25800 Brookstream Cir",1,0,N/A
1550200,"November 14, 2019",Washington,Marysville,"700 block of 86th St NW",1,0,N/A
1548518,"November 13, 2019",Arkansas,"Fort Smith","4400 block of Windsor",1,0,N/A
1547956,"November 12, 2019","New Mexico",Albuquerque,"6600 block of Meadow Lake Place NW",1,0,N/A
1546480,"November 11, 2019",Pennsylvania,Philadelphia,"5700 block of Haddington Ln",1,0,N/A
1547323,"November 11, 2019","South Carolina",Greenwood,"Taggart Ave",1,0,N/A
1547735,"November 9, 2019",Kansas,"Arkansas City","500 block of S D St",1,0,N/A
1545423,"November 8, 2019",Tennessee,Crossville,"218 Genesis Rd",1,0,N/A
1544990,"November 8, 2019",Florida,"Miami (Cutler Bay)","10900 SW 184th St",1,0,N/A
1543208,"November 6, 2019",Minnesota,"Saint Paul","100 block of Annapolis St E",1,0,N/A
1543478,"November 6, 2019",Illinois,Chicago,"1000 block of E 133rd St",1,0,N/A
1543427,"November 5, 2019",Alaska,Anchorage,"E 26th Ave and Aspen Hgts loop",1,0,N/A
1542476,"November 4, 2019",Missouri,Warrensburg,"108 W South St",1,0,N/A
1541266,"November 3, 2019",Florida,Indiantown,"14000 block of SW 172nd Ave",1,0,N/A
1541309,"November 2, 2019","New York",Penfield,"Empire Blvd",1,0,N/A
1540873,"November 2, 2019",Texas,"Cedar Hill","900 block of S Highland Dr",1,0,N/A
1539793,"November 1, 2019",Kentucky,Louisville,"2709 W Muhammad Ali Blvd",1,0,N/A
1539761,"November 1, 2019",Texas,Houston,"6414 Skyview Dr",1,0,N/A
1539159,"October 30, 2019",Texas,Conroe,"2330 Montgomery Park Blvd",1,0,N/A
1538996,"October 30, 2019",Georgia,Duluth,"2110 Preston Park Dr NW",1,0,N/A
1539595,"October 30, 2019",Mississippi,Hattiesburg,"Gandy Ave",1,0,N/A
1535859,"October 27, 2019",Alabama,Attalla,"525 Country Road",1,1,N/A
1536955,"October 27, 2019",Colorado,"Colorado Springs","3800 block of Westmeadow Dr",1,0,N/A
1535028,"October 26, 2019",Michigan,"Battle Creek","26 W Northside Dr",1,0,N/A
1535185,"October 26, 2019","New York","Corona (Queens)","Foch Blvd and Guy R Brewer Blvd",1,0,N/A
1535085,"October 25, 2019",Arkansas,Springdale,"3465 Eagle Crest Circle",1,0,N/A
1533271,"October 23, 2019",Arkansas,Arkadelphia,"Red Hill Rd",1,0,N/A
1533610,"October 23, 2019",Indiana,Mooresville,"2749 E CR-800 S",1,0,N/A
1535476,"October 23, 2019",Utah,Willard,"226 E 660 S",1,0,N/A
1532400,"October 21, 2019",Texas,"Fort Worth","7440 Beckwood Dr",1,0,N/A
1531137,"October 20, 2019",Virginia,Richmond,"1200 block of Admiral Gravely Blvd",1,0,N/A
1531412,"October 20, 2019",Wisconsin,Milwaukee,"1700 block of W Capitol Dr",1,0,N/A
1531010,"October 20, 2019",Texas,"San Antonio","9800 block of Colonnade Blvd",1,0,N/A
1531661,"October 20, 2019",Michigan,Lansing,"100 block of W Fairfield Ave",1,0,N/A
1530965,"October 20, 2019",Texas,"Port Arthur","1100 block of Vicksburg Ave",1,3,N/A
1531063,"October 19, 2019",Missouri,Columbia,"4400 block of Rice Rd",1,0,N/A
1542057,"October 19, 2019",Ohio,Cincinnati,"2500 block of Mustang Dr",1,0,N/A
1528713,"October 17, 2019",Indiana,Mooresville,"E Centenary Rd and N Kitchen Rd",1,0,N/A
1526761,"October 14, 2019",Louisiana,Ethel,"6430 LA 19",1,0,N/A
1526131,"October 13, 2019",Tennessee,Nashville,"3400 Alameda St",1,0,N/A
1526320,"October 12, 2019",Oregon,Scappoose,"Scappoose Vernonia Hwy",1,0,N/A
1523848,"October 10, 2019",Tennessee,Ridgetop,"2023 Lake Rd",1,0,N/A
1522472,"October 8, 2019",Texas,Lubbock,"3500 block of County Rd 6000",1,0,N/A
1522917,"October 8, 2019",Maine,Eustis,N/A,1,0,N/A
1523339,"October 8, 2019",Montana,Ronan,"Parizeau Ln",1,0,N/A
1521090,"October 6, 2019","New Jersey",Paterson,"133 Harrison St",1,0,N/A
1520520,"October 6, 2019",California,Fresno,"3300 block of E Normal Ave",1,0,N/A
1527348,"October 6, 2019",Wisconsin,"Marinette (county)",N/A,1,0,N/A
1520107,"October 5, 2019",Alabama,Friendship,N/A,1,0,N/A
1521125,"October 5, 2019","South Carolina",Hanahan,"5800 block of Robinson St",1,0,N/A
1519354,"October 4, 2019",Indiana,Indianapolis,"8700 block of Pemberton Cir",1,0,N/A
1518529,"October 3, 2019",Georgia,Atlanta,"2900 block of River Ridge Dr",1,0,N/A
1517767,"October 2, 2019",Georgia,Decatur,"2500 block of Columbia Dr",1,0,N/A
1517546,"October 2, 2019",Florida,"Gulf Breeze","1000 Block of Coronado Ct",1,0,N/A
1517049,"October 1, 2019","New York","Corona (Queens)","106-06 160th St",1,0,N/A
1515980,"September 30, 2019","North Carolina",Charlotte,"210 E Trade St",1,0,N/A
1515339,"September 29, 2019","Rhode Island",Providence,"15 Detroit Ave",1,1,N/A
1514898,"September 28, 2019",Texas,"San Antonio","900 block of Pine Eagle Ln",1,0,N/A
1515030,"September 28, 2019",Georgia,Brunswick,"578 Myers Hill Rd",1,0,N/A
1516320,"September 28, 2019",Pennsylvania,Waynesburg,"Garards Fort Rd",1,0,N/A
1514922,"September 27, 2019",Ohio,Columbus,"S Harris Ave",1,0,N/A
1514363,"September 26, 2019","North Carolina","Winston Salem (Winston-salem)","2022 Bloomfield Dr",1,0,N/A
1512772,"September 25, 2019",Texas,Spring,"810 Rayford Rd",1,0,N/A
1511907,"September 24, 2019",Missouri,"Kansas City (Gladstone)","41 NE 60th Terrace",1,0,N/A
1608875,"September 22, 2019",Kentucky,Covington,"3000 block of Sugar Camp Rd",1,0,N/A
1511135,"September 22, 2019",Illinois,Decatur,"1400 block of E Johns Ave",1,0,N/A
1509915,"September 21, 2019","New York",Newburgh,"Liberty Street and Clinton Street",1,1,N/A
1509367,"September 20, 2019",Louisiana,"Baton Rouge","9643 Balboa Dr",1,0,N/A
1508756,"September 19, 2019",Wisconsin,Milwaukee,"N 5th St and W Center St",1,0,N/A
1506553,"September 17, 2019",Wisconsin,Reeseville,"Mud Lake Rd",1,0,N/A
1504579,"September 15, 2019",Texas,Arlington,"1409 Cloyne Dr",1,1,N/A
1504619,"September 15, 2019",Texas,"Fort Worth","7700 block of Greengage Dr",1,0,N/A
1505334,"September 15, 2019",Michigan,Detroit,"16600 block of Belton St",1,0,N/A
1503927,"September 14, 2019",Kentucky,Louisville,"2400 block of Elliot Ave",1,0,N/A
1502475,"September 12, 2019",Missouri,"Saint Louis","9605 Jacobi Ave",1,0,N/A
1502851,"September 12, 2019",Florida,"Lake Worth (Palm Springs)","2500 block of Springdale Blvd",1,0,N/A
1501152,"September 10, 2019",Pennsylvania,Philadelphia,"2500 block of N 9th St",1,1,N/A
1501228,"September 10, 2019",Iowa,"Fort Dodge","721 N 8th St",1,0,N/A
1500260,"September 9, 2019",Massachusetts,Auburn,"15 St Mark St",1,0,N/A
1499671,"September 8, 2019",Michigan,"Grand Rapids","1000 block of Clancy Ave NE",1,0,N/A
1499567,"September 8, 2019",Pennsylvania,Pittsburgh,"300 block of Fingal St",1,0,N/A
1499224,"September 7, 2019",Washington,Lynnwood,"2500 204th Place SW",1,0,N/A
1501194,"September 6, 2019",Washington,Selah,"500 block of Selah Ave",1,0,N/A
1496835,"September 4, 2019",Connecticut,Danbury,"17 Silversmith Dr",1,0,N/A
1494737,"September 2, 2019",California,Oakland,"2100 block of East 22nd St",1,0,N/A
1494294,"September 1, 2019",Louisiana,Shreveport,"326 E Stoner Ave",1,0,N/A
1494530,"September 1, 2019",Mississippi,Carriere,"11101 Preacher Powell Rd",1,0,N/A
1495103,"September 1, 2019",Alabama,Geneva,"E Latimer Ave",1,0,N/A
1494302,"September 1, 2019",Louisiana,Lafayette,"100 block of S June Dr",1,0,N/A
1498326,"August 31, 2019",Illinois,Galesburg,"Bateman St",1,0,N/A
1491718,"August 29, 2019",Michigan,Detroit,"1781 S Fort St",1,1,N/A
1490546,"August 28, 2019",Virginia,Petersburg,"100 block of Lieutenants Run Dr",1,0,N/A
1489985,"August 27, 2019",Illinois,Dolton,"1203 E 142nd St",1,0,N/A
1490936,"August 27, 2019",Louisiana,Marrero,"6100 block of Adam Dr",1,0,N/A
1488879,"August 26, 2019",Pennsylvania,Gordon,"604 Hobart St",1,0,N/A
1488638,"August 26, 2019",Pennsylvania,Gordon,"604 Hobart St",1,0,N/A
1490607,"August 25, 2019",Alabama,Huntsville,"Rime Village Dr",1,0,N/A
1487550,"August 24, 2019",Florida,"Daytona Beach","212 S Keech St",1,0,N/A
1486568,"August 23, 2019",Alabama,"Birmingham (Tarrant)","1135 Pinson Valley Pkwy",1,0,N/A
1486893,"August 23, 2019",Florida,Tallahassee,"1700 Joe Louis St",1,0,N/A
1485322,"August 21, 2019",Illinois,Dolton,"14900 block of Oak St",1,0,N/A
1483899,"August 20, 2019",Pennsylvania,York,"258 E Philadelphia St",1,0,N/A
1482238,"August 18, 2019",Florida,"Miami (Cutler Bay)","19820 Dothan Rd",1,0,N/A
1481936,"August 17, 2019",California,Poway,"13409 Midland Rd",1,0,N/A
1482469,"August 17, 2019",Oklahoma,Clinton,"14th St and Dunn Ave",1,0,N/A
1481679,"August 17, 2019",Kansas,Topeka,"2229 SE Ohio Ave",1,0,N/A
1482423,"August 17, 2019",Ohio,Cincinnati,"900 block of Dana Ave",1,0,N/A
1481968,"August 16, 2019",Texas,"Fort Worth","4245 Wilbarger St",1,0,N/A
1481415,"August 16, 2019",Alabama,Montgomery,"Coronet Drive",1,0,N/A
1479992,"August 14, 2019","West Virginia",Nitro,"1324 Main Ave",1,0,N/A
1481097,"August 14, 2019",Arizona,Phoenix,"39th Avenue and Van Buren Street",1,0,N/A
1479182,"August 14, 2019",Texas,Dallas,"3535 Munger Ave",1,0,N/A
1480024,"August 14, 2019",Utah,"Saint George (St George)","252 N 2700 East",1,0,N/A
1485063,"August 12, 2019",Nevada,"Las Vegas","5000 block of Duneville St",1,0,N/A
1477032,"August 11, 2019",Michigan,Lansing,"Leslie St and Walsh St",1,0,N/A
1476537,"August 11, 2019",Ohio,Cincinnati,"2100 block of Queen City Ave",1,1,N/A
1475708,"August 10, 2019",Ohio,Fairfield,"5800 block of Sigmon Way",1,0,N/A
1473393,"August 8, 2019",Kansas,Olathe,"12500 S Constance St",1,0,N/A
1474852,"August 8, 2019",Illinois,Bensenville,"200 block of George St",1,0,N/A
1473306,"August 6, 2019","New York",Bronx,"Sheridan Ave",1,0,N/A
1470479,"August 5, 2019",Alabama,Tuscaloosa,"301 Helen Keller Blvd",1,2,N/A
1469267,"August 4, 2019",Louisiana,Monroe,"800 block of S 7th St",1,0,N/A
1465898,"August 2, 2019",Virginia,"Colonial Heights","100 block of Bruce Ave",1,0,N/A
1465473,"August 1, 2019",Texas,Arlington,"Cantor Dr and N Collins St",1,0,N/A
1465536,"August 1, 2019",Montana,Toston,"Crow Creek Rd",1,0,N/A
1466528,"August 1, 2019",Arkansas,"Little Rock","8900 block of Merrivale Dr",1,0,N/A
1464941,"July 30, 2019",Arizona,Tucson,"4700 block of Linden Street",1,0,N/A
1462854,"July 30, 2019",Arizona,Tucson,"4700 block of E Linden St",1,0,N/A
1462610,"July 29, 2019",Pennsylvania,Columbia,"102 N 3rd St",1,0,N/A
1461110,"July 28, 2019",Illinois,Chicago,"9600 block of S Escanaba Ave",1,0,N/A
1462286,"July 27, 2019",Alaska,"Saint Marys",N/A,1,0,N/A
1459239,"July 26, 2019",Illinois,Aurora,"400 block of E Benton St",1,0,N/A
1460198,"July 26, 2019",Texas,Jasper,"1100 block of Co Rd 356",1,0,N/A
1457269,"July 25, 2019","New Jersey","Atlantic City","102 S Massachusetts Ave",1,0,N/A
1457258,"July 24, 2019",Texas,"San Antonio","10362 Sahara Dr",1,0,N/A
1456902,"July 24, 2019",Texas,"San Antonio","1600 block of Romero St",1,0,N/A
1457108,"July 24, 2019",Ohio,Harrison,"10000 block of Winding Way Dr",1,0,N/A
1455368,"July 22, 2019",Georgia,Athens,"110 Carriage Ct",1,0,N/A
1453968,"July 21, 2019",Louisiana,Winnsboro,"Smith St and Blanson St",1,0,N/A
1453856,"July 21, 2019",Virginia,Petersburg,"100 block of Culpepper Ave",1,1,N/A
1453343,"July 21, 2019",Maryland,Woodbine,"14000 block of Carriage Mill Rd",1,0,N/A
1455113,"July 21, 2019",Mississippi,Woodland,"Co Rd 83",1,0,N/A
1453186,"July 20, 2019",Missouri,"Saint Louis","10000 block of Toelle Ln",1,0,N/A
1453388,"July 20, 2019",Texas,Houston,"Walnut Brook Ct",1,0,N/A
1453316,"July 20, 2019",Mississippi,Columbus,"2535 Main St",1,0,N/A
1455031,"July 19, 2019",Oklahoma,"Oklahoma City","9700 Skylark Rd",1,0,N/A
1453955,"July 18, 2019",Texas,"Livingston (Segno)",N/A,1,0,N/A
1450581,"July 17, 2019",Illinois,Shelbina,"200 block of W Beech St",1,0,N/A
1449886,"July 17, 2019",Texas,Channelview,"16300 block of Pecan St",2,0,N/A
1450859,"July 17, 2019",Missouri,Shelbina,"200 block of W Beech St",1,0,N/A
1447821,"July 14, 2019",Colorado,Aurora,"Newark St and E 13th Ave",1,0,N/A
1447491,"July 14, 2019",Arizona,Chandler,"Chandler Blvd and Price Rd",1,0,N/A
1446409,"July 12, 2019",Texas,Spring,"7303 Spring Cypress Rd",1,0,N/A
1446499,"July 11, 2019",Michigan,Ypsilanti,"600 block of Desoto Ave",1,0,N/A
1441469,"July 7, 2019",Indiana,"East Chicago","5000 block of Northcote Ave",1,1,N/A
1442733,"July 6, 2019",Montana,Helena,"98 W Custer Ave",1,0,N/A
1440596,"July 6, 2019",Utah,Payson,"FR 021",2,0,N/A
1444493,"July 6, 2019",Indiana,Kendallville,"1900 block of Aspen Cove",1,0,N/A
1439323,"July 2, 2019",Arizona,Phoenix,N/A,1,0,N/A
1437995,"July 2, 2019",Washington,"Federal Way","4519 SW 321st St",1,0,N/A
1437834,"June 30, 2019",Arizona,Paulden,"Forest Service 573 Rd and AZ 89",1,0,N/A
1437037,"June 30, 2019",Louisiana,Lafayette,"100 block of Northern Ave",1,0,N/A
1434639,"June 28, 2019",Louisiana,Shreveport,"3800 block of Elmer Ln",1,0,N/A
1436602,"June 28, 2019","West Virginia",Junior,"Island Rd",1,0,N/A
1437559,"June 28, 2019",Mississippi,Ellisville,N/A,1,0,N/A
1433166,"June 26, 2019",Kentucky,Kimper,"550 Long Fork Rd",1,0,N/A
1430164,"June 24, 2019",Tennessee,Memphis,"3670 Pershing Park Dr",1,0,N/A
1431541,"June 24, 2019",California,"San Bernardino","933 E Central Ave",1,0,N/A
1429406,"June 23, 2019",Mississippi,Jackson,"Ginger Dr",1,0,N/A
